,titulo,data,empresa,localizacao,descricao
277,Analista de Segurança da Informação Jr,09/04/2020,RecrutaSimples,"Osasco - State of São Paulo, Brazil","
        Local de trabalho:   Osasco/SP  O que esperamos de você:  Realizar o monitoramento sobre tráfego de rede usando ferramentas de Segurança (UTM-Sophos, Firewall – CheckPoint, Site-Protector, Kibana);  Fazer a administração e controle do antivírus usando ferramenta McAfee ePO;  Analisar sobre uso de dispositivos USB através de recursos de DLP (Endpoint, Varonis, Symantec, Trend Micro);  Administrar o sistema de Proteção de perímetro (IDS/IPS);  Analisar as vulnerabilidades usando ferramenta de Segurança (QVM, Nessus, Virustotal);  Administrar e controlar o acesso a Internet (Firewall e Proxy  - UTM Sophos);  Administrar e controlar o Filtro SMTP-aniSpam (Clear Swiff, Mailmarshal, ForcePoint);  Fazer uso de ferramentas para análise forense, auditoria, análise de risco (Varonis, Guardium, Check.Point, Risk Manager);  ​Realizar a aplicação de política de Compliance as principais normas PCI, ISO 2700, GDPR, LGPD, etc.  Horário de trabalho:   De segunda a sexta-feira das 8h30min às 18h com...
    "
278,Analista de Infraestrutura,09/04/2020,RecrutaSimples,"Belo Horizonte, State of Minas Gerais, Brazil","
        Estamos em busca de Analista de Infraestrutura para se juntar a nossa equipe  Responsabilidades:      - Prestar suporte e manutenção de servidores e data center;     - Planejar capacidade e desenvolver projetos de melhorias dos serviços corporativos;     - Realiza criação de usuários e manutenção de grupos para concessão de privilégios com permissão de acesso;     - Implanta servidores, incluindo configuração de clusters para alta disponibilidade com acompanhamento e cumprimento das políticas dos recursos computacionais;     - Elaborar documentação de procedimentos operacionais;   Horário: Segunda-feira à Sexta-feira, das 08h às 17h ou 09h às 18h – com 1h de almoço. Vale Refeição e/ou Vale Alimentação + Vale Transporte ou Auxílio Estacionamento + Plano de Saúde.   Benefícios: a combinar   Requisitos Necessários:      - Formação superior completa ou em andamento em: Ciência da Computação, Sistemas da Informação e/ou cursos relacionados a área;     - Experiência em: Arquiterura AWS;...
    "
279,Desenvolvedor iOS (Remoto),08/04/2020,RecrutaSimples,"São Paulo, State of São Paulo, Brazil","
        Tem experiência com Swift e gostaria de trabalhar da sua casa construindo sistemas que serão usados por milhões de pessoas em uma empresa que valoriza e dá autonomia aos profissionais?  Você poderá trabalhar de qualquer lugar do Brasil, em regime 100% remoto CLT. A empresa é uma consultoria que existe há 6 anos e foca apenas em projetos de longa duração que tragam impacto positivo para a sociedade e que ajudem os desenvolvedores a evoluir. Além disso, acredita em desenvolvimento ágil, DevOps e trabalho remoto e repudia o body shop - você não está condicionado ao projeto em que iniciará nem se o cliente manterá o projeto ou não. Algumas práticas do dia a dia mostram que você realmente é parte da empresa, como por exemplo os projetos possuírem code review de pessoas externas àquela conta.  Nessa vaga especificamente você irá trabalhar numa equipe que desenvolve soluções tecnológicas para encontrar e selecionar os melhores talentos para as empresas e promove o desenvolvimento dos...
    "
280,Lead Software Engineer,07/04/2020,RecrutaSimples,"São Paulo, State of São Paulo, Brazil","
        QuintoAndar is a Brazilian technology company that was created to simplify the lives of those looking for a new home. We are changing the real estate market with a pioneering business model in the world. We have a lot of talented people working to ensure that thousands of people around Brazil live better. Our team already has over a thousand people and we have offices in São Paulo and Campinas. Our product is now available in more than 20 Brazilian cities.   Benefícios: a combinar   
    "
281,Desenvolvedor Django Pleno (Remoto - Brasil),07/04/2020,RecrutaSimples,"São Paulo, State of São Paulo, Brazil","
        Somos uma fintech em expansão. Buscamos um profissional que tenha atitude de dono com foco em resultados para o nosso time de TI. Realiza as fases de elaboração de requisitos e da programação de sistemas, desenvolve, testa e implementa. Experiência com ORMs, de preferência Django. Experiência em desenvolvimento de API/Microserviço em Rest com Django ou Flask, Python 3, testes unitários, integração contínua. Desejável conhecimento em Cloud, preferência para AWS. Desejável conhecimento em SQL (PostgreSQL) e no SQL.   Benefícios: a combinar   
    "
282,Analista de Testes Pleno,06/04/2020,EMPREGARE.com,"Rio de Janeiro, State of Rio de Janeiro, Brazil","
          Horário: De segunda à sexta, das 9h às 18h    Contratação: Efetivo – CLT    Nível: Profissional    Descrição:      Trabalhar em processos de homologação e testes,   Elaboração de roteiros e documentos de apoio a homologação,   Elaboração, execução e manutenção de cenários de
  testes (automatizados ou não),     Validação de artefatos,     Criação de massa de teste,     Inspeção de qualidade de software     Requisitos:       SQL,    PLSQL,   Controlador de Versões Subversion,   Ferramentas de qualidade e testes de software,   Todas as tecnologias
  web e cliente-servidor utilizadas no ambiente do cliente, em especial JOOMLA, PHP, Java e WordPress.     Língua inglesa para leitura de textos técnicos,  Graduação concluída na área de Tecnologia, Matemática, Engenharia.      Benefícios: Assistência médica, Assistência odontológica, Day Off, Empréstimo Consignado, Seguro de Vida, Vale-alimentação, Vale-refeição, Vale-transporte  
    "
283,Analista de Dados Sr,03/04/2020,RecrutaSimples,"São Paulo, State of São Paulo, Brazil","
        A iugu.        Somos a pioneira e mais completa plataforma online do Brasil com foco em automação financeira. Criamos soluções que rompem as barreiras de cobrança e pagamento digital, simplificando processos para que os nossos clientes possam superar suas metas e desenvolver seus negócios.         Ser iugu é        Ser parte do time que faz a diferença! Por isso, cada pessoa tem um papel importante na construção da iugu. Acreditamos que mais do que alçar grandes voos, fortalecemos nossas conexões com respeito e amizade. Pensando nisso, promovemos um ambiente onde temos a oportunidade de compartilhar nossas conquistas, desafios e resultados.        Quais são os desafios?        ·         Responsável pela ingestão e estruturação dos dados;    ·         Gestão do banco de dados;    ·         Estruturação de régua de relacionamento;    ·         Desenvolvimento de Dashboards;    ·         Criar Datamarts, carteiras de clientes, campanhas/mensurações, indicadores de negócios, ciclo de...
    "
284,Analista de Dados Pl,03/04/2020,RecrutaSimples,"São Paulo, State of São Paulo, Brazil","
        A iugu.        Somos a pioneira e mais completa plataforma online do Brasil com foco em automação financeira. Criamos soluções que rompem as barreiras de cobrança e pagamento digital, simplificando processos para que os nossos clientes possam superar suas metas e desenvolver seus negócios.         Ser iugu é        Ser parte do time que faz a diferença! Por isso, cada pessoa tem um papel importante na construção da iugu. Acreditamos que mais do que alçar grandes voos, fortalecemos nossas conexões com respeito e amizade. Pensando nisso, promovemos um ambiente onde temos a oportunidade de compartilhar nossas conquistas, desafios e resultados.        Quais são os desafios?       Responsável pela criação e automatização de rotinas em banco de dados.Desenvolvimento de dashboards, datamarts, flat tables e carteiras;Homologação/garantia da veracidade dos dados;Garantia de execução das rotinas e controle de volumetrias.             O que você precisa conhecer?    ·         Conhecimento em...
    "
285,Desenvolvedor Mobile React Native,03/04/2020,RecrutaSimples,"São Paulo, State of São Paulo, Brazil","
        No Looqbox desenvolvemos o Business Intelligence do futuro usando processamento de linguagem natural (http://bit.ly/2T4pmhb). Somos uma startup residente do Cubo, e estamos precisamos do seu talento!   Benefícios: - Salário a combinar, - Vale-Refeição ou Vale-Alimentação, - Vale-Transporte, - Seguro de vida, - Acesso irrestrito à livros de programação, - Acesso a cursos que surgirem ao longo do caminho, - Trabalhar com um time da hora ;)   Requisitos Necessários:  Atuar com desenvolvimento/manutenção dos aplicativos para Android e iOS por meio do React Native     - Criar e manter a arquitetura, qualidade de código e testes automatizados     - Executar a manutenção preventiva e corretiva de performance
    "
286,Desenvolvedor Python,03/04/2020,RecrutaSimples,"São Paulo, State of São Paulo, Brazil","
        Nesta função você será responsável por desenvolver aplicações em Python/Django, desenvolvendo novas funcionalidades de acordo com o Roadmap do produto. Você vai trabalhar com diversas pessoas brilhantes, assim como você, tendo uma troca de conhecimento muito rica.   Benefícios: VR, VT, Créditos de Terapia e Gympass   Requisitos Necessários:      - Realizar implementação dos códigos fontes de artefatos de implementação de acordo com os padrões de arquitetura e projeto definidos;     - Otimização de códigos, refactoring e testes;     - Participar dos planejamentos e cerimônias dos projetos     - Antecipação de testes e visão de negócio     - Convidar e fornecer feedback com base em evidências de maneira oportuna e construtiva     - Propor novas tecnologias ou soluções para os problemas complexos que enfrentamos e fazer sugestões construtivas para melhorias.
    "
287,Analista de Infraestrutura/DevOps,03/04/2020,RecrutaSimples,"São Paulo, State of São Paulo, Brazil","
        A Vittude  é uma startup que está revolucionando o mercado de saúde mental e qualidade de vida. Fundada em 2016 pelos engenheiros Everton Höpner e Tatiana Pimenta, a plataforma conecta pacientes e psicólogos em alguns cliques.  Foi acelerada em 2018 pela Artemísia e Facebook, dentro da Estação Hack e sua CEO foi a única brasileira finalista da premiação internacional Cartier Women's Initiative Awards em 2019.   Benefícios: - VT/VR, - Gympass, - Crédito de Terapia   Requisitos Necessários:      - Disseminação da cultura DevOps     - Escrever especificações e documentação para recursos do lado do servidor     - Gerenciar CI/CD     - Escrever script de CI/CD     - Fazer avaliações de desempenho e monitoramento     - Manutenção e gerenciamento de infraestrutura de TI (englobando hardware, software, rede, armazenamento, ativos virtuais e remotos e armazenamento de dados em nuvem)
    "
288,Analista Windows Pleno,02/04/2020,EMPREGARE.com,"Brasilia - Federal District, Brazil","
          Horário: De segunda a sexta    Contratação: Efetivo – CLT    Nível: Profissional    Descrição:  Irá atuar com sistemas Windows.   Requisitos:   Requisitos:   Superior completo em Ti     Obrigatório ter as duas certificações abaixo:  MCE: Microsoft 365 Enterprise Administrator (Office 365 );
  MCSE: Productivity - Exchange 2016;
    Benefícios: Assistência médica, Assistência odontológica, Auxílio educação, Day Off, Seguro de Vida, Vale-refeição  
    "
289,Desenvolvedor Backend Java,02/04/2020,RecrutaSimples,"São Paulo, State of São Paulo, Brazil","
        Que tal trabalhar numa empresa premiada pelo Oscar da comunidade Java, como desenvolvedor backend, podendo focar na área que mais gosta, construindo uma aplicação com dezenas de milhões de acessos, usando microsserviços, Big Data e várias tecnologias modernas?  Você será contratado em regime CLT full para trabalhar na região do Jaguaré em São Paulo, a 20 minutos a pé da estação Villa-Lobos da CPTM e com estacionamento gratuito para funcionários. A empresa iniciou suas atividades há 12 anos como startup e hoje já conta com cerca de 240 funcionários, sendo 25 diretamente técnicos, não incluindo neste número a área de negócios, produto e outras correlatas. O crescimento continua forte pela atuação no segmento de comércio eletrônico de produtos de beleza, que não arrefece com a crise.  Quer você esteja iniciando na carreira ou já seja experiente, você poderá:      - Criar e evoluir um backend moderno, baseado em Java SE 8, 9 ou 10, Kotlin, Groovy, com mais de 50 microsserviços e APIs...
    "
